Local;Departamento;Provincia;Distrito;Mes;Tipo Transaccion;TRANSACCIONES
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;AGOSTO;RRCC ACTA REGISTRAL;328
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;AGOSTO;RRCC COPIAS CERTIF;2,200
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;AGOSTO;CERTIFICACION DE RUIPN;1,167
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;AGOSTO;CERTIFICADOS DIGITALES;15
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SEPTIEMBRE;TRAMITE DNI;2,815
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SEPTIEMBRE;ENTREGA DNI;4,727
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SEPTIEMBRE;RRCC ACTA REGISTRAL;322
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SEPTIEMBRE;RRCC COPIAS CERTIF;2,025
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SEPTIEMBRE;CERTIFICACION DE RUIPN;1,068
OR TRUJILLO II;LA LIBERTAD;TRUJILLO;VICTOR LARCO HERRERA;SEPTIEMBRE;CERTIFICADOS DIGITALES;3
OR QUILCA;LIMA;LIMA;LIMA;JULIO;TRAMITE DNI;2,006
OR QUILCA;LIMA;LIMA;LIMA;JULIO;ENTREGA DNI;2,053
OR QUILCA;LIMA;LIMA;LIMA;JULIO;RRCC ACTA REGISTRAL;664
OR QUILCA;LIMA;LIMA;LIMA;JULIO;RRCC COPIAS CERTIF;1,707
OR QUILCA;LIMA;LIMA;LIMA;JULIO;CERTIFICACION DE RUIPN;1,094
OR QUILCA;LIMA;LIMA;LIMA;JULIO;CERTIFICADOS DIGITALES;22
OR QUILCA;LIMA;LIMA;LIMA;AGOSTO;TRAMITE DNI;2,434
OR QUILCA;LIMA;LIMA;LIMA;AGOSTO;ENTREGA DNI;2,604
OR QUILCA;LIMA;LIMA;LIMA;AGOSTO;RRCC ACTA REGISTRAL;637
OR QUILCA;LIMA;LIMA;LIMA;AGOSTO;RRCC COPIAS CERTIF;2,221
OR QUILCA;LIMA;LIMA;LIMA;AGOSTO;CERTIFICACION DE RUIPN;1,108
OR QUILCA;LIMA;LIMA;LIMA;AGOSTO;CERTIFICADOS DIGITALES;30
OR QUILCA;LIMA;LIMA;LIMA;SEPTIEMBRE;TRAMITE DNI;2,137
OR QUILCA;LIMA;LIMA;LIMA;SEPTIEMBRE;ENTREGA DNI;2,336
OR QUILCA;LIMA;LIMA;LIMA;SEPTIEMBRE;RRCC ACTA REGISTRAL;702
OR QUILCA;LIMA;LIMA;LIMA;SEPTIEMBRE;RRCC COPIAS CERTIF;1,966
OR QUILCA;LIMA;LIMA;LIMA;SEPTIEMBRE;CERTIFICACION DE RUIPN;1,140
OR QUILCA;LIMA;LIMA;LIMA;SEPTIEMBRE;CERTIFICADOS DIGITALES;9
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;JULIO;TRAMITE DNI;689
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;JULIO;ENTREGA DNI;650
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;JULIO;RRCC ACTA REGISTRAL;728
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;AGOSTO;TRAMITE DNI;770
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;AGOSTO;ENTREGA DNI;542
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;AGOSTO;RRCC ACTA REGISTRAL;830
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;SEPTIEMBRE;TRAMITE DNI;750
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;SEPTIEMBRE;ENTREGA DNI;810
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;SEPTIEMBRE;RRCC ACTA REGISTRAL;803
ORA INSTITUTO NACIONAL MATERNO PERINATAL;LIMA;LIMA;LIMA;SEPTIEMBRE;RRCC COPIAS CERTIF;1
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;TRAMITE DNI;773
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;ENTREGA DNI;913
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;RRCC COPIAS CERTIF;27
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;JULIO;CERTIFICACION DE RUIPN;155
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;TRAMITE DNI;874
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;ENTREGA DNI;979
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;RRCC COPIAS CERTIF;37
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;AGOSTO;CERTIFICACION DE RUIPN;186
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;TRAMITE DNI;977
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;ENTREGA DNI;996
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;RRCC COPIAS CERTIF;36
PAP PICHARI;CUSCO;LA CONVENCION;PICHARI;SEPTIEMBRE;CERTIFICACION DE RUIPN;192
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;JULIO;TRAMITE DNI;513
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;JULIO;ENTREGA DNI;495
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;JULIO;RRCC COPIAS CERTIF;2
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;JULIO;CERTIFICACION DE RUIPN;159
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;AGOSTO;TRAMITE DNI;479
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;AGOSTO;ENTREGA DNI;525
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;AGOSTO;CERTIFICACION DE RUIPN;104
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;SEPTIEMBRE;TRAMITE DNI;537
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;SEPTIEMBRE;ENTREGA DNI;684
PAP URUBAMBA;CUSCO;URUBAMBA;URUBAMBA;SEPTIEMBRE;CERTIFICACION DE RUIPN;159
AG ANCASH;LIMA;LIMA;LIMA;JULIO;TRAMITE DNI;2,399
AG ANCASH;LIMA;LIMA;LIMA;JULIO;ENTREGA DNI;5,126
AG ANCASH;LIMA;LIMA;LIMA;JULIO;RRCC COPIAS CERTIF;316
AG ANCASH;LIMA;LIMA;LIMA;JULIO;CERTIFICADOS DIGITALES;40
AG ANCASH;LIMA;LIMA;LIMA;AGOSTO;TRAMITE DNI;3,015
AG ANCASH;LIMA;LIMA;LIMA;AGOSTO;ENTREGA DNI;6,090
AG ANCASH;LIMA;LIMA;LIMA;AGOSTO;RRCC COPIAS CERTIF;1,377
AG ANCASH;LIMA;LIMA;LIMA;AGOSTO;CERTIFICACION DE RUIPN;110
AG ANCASH;LIMA;LIMA;LIMA;AGOSTO;CERTIFICADOS DIGITALES;52
AG ANCASH;LIMA;LIMA;LIMA;SEPTIEMBRE;TRAMITE DNI;2,495
AG ANCASH;LIMA;LIMA;LIMA;SEPTIEMBRE;ENTREGA DNI;5,294
AG ANCASH;LIMA;LIMA;LIMA;SEPTIEMBRE;RRCC COPIAS CERTIF;1,527
AG ANCASH;LIMA;LIMA;LIMA;SEPTIEMBRE;CERTIFICACION DE RUIPN;459
AG ANCASH;LIMA;LIMA;LIMA;SEPTIEMBRE;CERTIFICADOS DIGITALES;40
OFICINA REGISTRAL SJM II;LIMA;LIMA;SAN JUAN DE MIRAFLORES;AGOSTO;RRCC ACTA REGISTRAL;1
PAP PANGOA;JUNIN;SATIPO;PANGOA;JULIO;TRAMITE DNI;738
PAP PANGOA;JUNIN;SATIPO;PANGOA;JULIO;ENTREGA DNI;788
PAP PANGOA;JUNIN;SATIPO;PANGOA;JULIO;RRCC COPIAS CERTIF;27
PAP PANGOA;JUNIN;SATIPO;PANGOA;JULIO;CERTIFICACION DE RUIPN;46
PAP PANGOA;JUNIN;SATIPO;PANGOA;AGOSTO;TRAMITE DNI;972
PAP PANGOA;JUNIN;SATIPO;PANGOA;AGOSTO;ENTREGA DNI;860
PAP PANGOA;JUNIN;SATIPO;PANGOA;AGOSTO;RRCC COPIAS CERTIF;23
PAP PANGOA;JUNIN;SATIPO;PANGOA;AGOSTO;CERTIFICACION DE RUIPN;161
PAP PANGOA;JUNIN;SATIPO;PANGOA;SEPTIEMBRE;TRAMITE DNI;834
PAP PANGOA;JUNIN;SATIPO;PANGOA;SEPTIEMBRE;ENTREGA DNI;1,061
PAP PANGOA;JUNIN;SATIPO;PANGOA;SEPTIEMBRE;RRCC COPIAS CERTIF;25
PAP PANGOA;JUNIN;SATIPO;PANGOA;SEPTIEMBRE;CERTIFICACION DE RUIPN;135
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;JULIO;TRAMITE DNI;228
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;JULIO;ENTREGA DNI;359
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;JULIO;RRCC ACTA REGISTRAL;197
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;JULIO;RRCC COPIAS CERTIF;2
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;AGOSTO;TRAMITE DNI;195
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;AGOSTO;ENTREGA DNI;266
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;AGOSTO;RRCC ACTA REGISTRAL;215
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;AGOSTO;RRCC COPIAS CERTIF;11
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;TRAMITE DNI;175
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;ENTREGA DNI;205
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;RRCC ACTA REGISTRAL;211
"ORA HOSPITAL IQUITOS ""CESAR GARAYAR GARCIA""";LORETO;MAYNAS;IQUITOS;SEPTIEMBRE;RRCC COPIAS CERTIF;7
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;JULIO;TRAMITE DNI;274
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;JULIO;ENTREGA DNI;291
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;JULIO;RRCC ACTA REGISTRAL;226
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;JULIO;RRCC COPIAS CERTIF;2
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;AGOSTO;TRAMITE DNI;277
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;AGOSTO;ENTREGA DNI;219
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;AGOSTO;RRCC ACTA REGISTRAL;261
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;AGOSTO;RRCC COPIAS CERTIF;4
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;SEPTIEMBRE;TRAMITE DNI;331
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;SEPTIEMBRE;ENTREGA DNI;244
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;SEPTIEMBRE;RRCC ACTA REGISTRAL;312
"ORA HOSPITAL REGIONAL DE LORETO ""FELIPE ARRIOLA IGLESIAS""";LORETO;MAYNAS;PUNCHANA;SEPTIEMBRE;RRCC COPIAS CERTIF;7
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;JULIO;TRAMITE DNI;4,029
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;JULIO;ENTREGA DNI;8,469
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;JULIO;RRCC ACTA REGISTRAL;510
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;JULIO;RRCC COPIAS CERTIF;1,140
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;JULIO;CERTIFICACION DE RUIPN;600
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;JULIO;CERTIFICADOS DIGITALES;5
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGOSTO;TRAMITE DNI;4,820
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGOSTO;ENTREGA DNI;10,061
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGOSTO;RRCC ACTA REGISTRAL;501
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGOSTO;RRCC COPIAS CERTIF;1,894
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGOSTO;CERTIFICACION DE RUIPN;829
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;AGOSTO;CERTIFICADOS DIGITALES;6
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;SEPTIEMBRE;TRAMITE DNI;4,155
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;SEPTIEMBRE;ENTREGA DNI;9,399
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;SEPTIEMBRE;RRCC ACTA REGISTRAL;530
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;SEPTIEMBRE;RRCC COPIAS CERTIF;1,886
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;SEPTIEMBRE;CERTIFICACION DE RUIPN;679
OR PUENTE PIEDRA;LIMA;LIMA;PUENTE PIEDRA;SEPTIEMBRE;CERTIFICADOS DIGITALES;2
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;JULIO;TRAMITE DNI;134
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;JULIO;ENTREGA DNI;211
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;JULIO;RRCC ACTA REGISTRAL;142
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;JULIO;RRCC COPIAS CERTIF;3
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;AGOSTO;TRAMITE DNI;149
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;AGOSTO;ENTREGA DNI;200
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;AGOSTO;RRCC ACTA REGISTRAL;168
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;AGOSTO;RRCC COPIAS CERTIF;4
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;SEPTIEMBRE;TRAMITE DNI;128
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;SEPTIEMBRE;ENTREGA DNI;167
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;SEPTIEMBRE;RRCC ACTA REGISTRAL;136
ORA AUGUSTO HERNANDEZ MENDOZA;ICA;ICA;ICA;SEPTIEMBRE;RRCC COPIAS CERTIF;1
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;JULIO;TRAMITE DNI;39
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;JULIO;RRCC ACTA REGISTRAL;39
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;AGOSTO;TRAMITE DNI;25
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;AGOSTO;RRCC ACTA REGISTRAL;22
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;SEPTIEMBRE;TRAMITE DNI;26
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;SEPTIEMBRE;RRCC ACTA REGISTRAL;31
"ORA CENTRO MATERNO INFANTIL DE SALUD - ""VIRGEN DEL CARMEN""";LIMA;LIMA;CHORRILLOS;SEPTIEMBRE;RRCC COPIAS CERTIF;2
ORA DANIEL ALCIDES CARRION;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;JULIO;TRAMITE DNI;54
ORA DANIEL ALCIDES CARRION;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;JULIO;RRCC ACTA REGISTRAL;59
ORA DANIEL ALCIDES CARRION;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AGOSTO;TRAMITE DNI;33
ORA DANIEL ALCIDES CARRION;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;AGOSTO;RRCC ACTA REGISTRAL;34
ORA DANIEL ALCIDES CARRION;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;SEPTIEMBRE;TRAMITE DNI;42
ORA DANIEL ALCIDES CARRION;LIMA;LIMA;VILLA MARIA DEL TRIUNFO;SEPTIEMBRE;RRCC ACTA REGISTRAL;57
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;JULIO;TRAMITE DNI;2,218
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;JULIO;ENTREGA DNI;3,545
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;JULIO;RRCC ACTA REGISTRAL;260
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;JULIO;RRCC COPIAS CERTIF;744
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;JULIO;CERTIFICACION DE RUIPN;391
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;JULIO;CERTIFICADOS DIGITALES;5
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;AGOSTO;TRAMITE DNI;2,715
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;AGOSTO;ENTREGA DNI;4,021
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;AGOSTO;RRCC ACTA REGISTRAL;224
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;AGOSTO;RRCC COPIAS CERTIF;975
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;AGOSTO;CERTIFICACION DE RUIPN;389
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;AGOSTO;CERTIFICADOS DIGITALES;9
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;SEPTIEMBRE;TRAMITE DNI;2,308
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;SEPTIEMBRE;ENTREGA DNI;3,969
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;SEPTIEMBRE;RRCC ACTA REGISTRAL;202
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;SEPTIEMBRE;RRCC COPIAS CERTIF;906
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;SEPTIEMBRE;CERTIFICACION DE RUIPN;399
OR JOSE LEONARDO ORTIZ;LAMBAYEQUE;CHICLAYO;JOSEE LEONARDO ORTIZ;SEPTIEMBRE;CERTIFICADOS DIGITALES;3
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;JULIO;TRAMITE DNI;81
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;JULIO;RRCC ACTA REGISTRAL;89
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;AGOSTO;TRAMITE DNI;73
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;AGOSTO;RRCC ACTA REGISTRAL;93
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;AGOSTO;RRCC COPIAS CERTIF;4
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;SEPTIEMBRE;TRAMITE DNI;78
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;SEPTIEMBRE;RRCC ACTA REGISTRAL;102
"ORA HOSPITAL DE APOYO HUANTA ""DANIEL ALCIDES CARRION""";AYACUCHO;HUANTA;HUANTA;SEPTIEMBRE;RRCC COPIAS CERTIF;1
OR FRIAS;PIURA;AYABACA;FRIAS;JULIO;TRAMITE DNI;220
OR FRIAS;PIURA;AYABACA;FRIAS;JULIO;ENTREGA DNI;225
OR FRIAS;PIURA;AYABACA;FRIAS;JULIO;RRCC ACTA REGISTRAL;40
OR FRIAS;PIURA;AYABACA;FRIAS;JULIO;RRCC COPIAS CERTIF;82
OR FRIAS;PIURA;AYABACA;FRIAS;AGOSTO;TRAMITE DNI;258
OR FRIAS;PIURA;AYABACA;FRIAS;AGOSTO;ENTREGA DNI;214
OR FRIAS;PIURA;AYABACA;FRIAS;AGOSTO;RRCC ACTA REGISTRAL;45
OR FRIAS;PIURA;AYABACA;FRIAS;AGOSTO;RRCC COPIAS CERTIF;117
OR FRIAS;PIURA;AYABACA;FRIAS;AGOSTO;CERTIFICACION DE RUIPN;5
OR FRIAS;PIURA;AYABACA;FRIAS;SEPTIEMBRE;TRAMITE DNI;225
OR FRIAS;PIURA;AYABACA;FRIAS;SEPTIEMBRE;ENTREGA DNI;245
OR FRIAS;PIURA;AYABACA;FRIAS;SEPTIEMBRE;RRCC ACTA REGISTRAL;30
OR FRIAS;PIURA;AYABACA;FRIAS;SEPTIEMBRE;RRCC COPIAS CERTIF;63
OR FRIAS;PIURA;AYABACA;FRIAS;SEPTIEMBRE;CERTIFICACION DE RUIPN;292
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;JULIO;TRAMITE DNI;353
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;JULIO;ENTREGA DNI;273
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;JULIO;RRCC ACTA REGISTRAL;391
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;AGOSTO;TRAMITE DNI;327
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;AGOSTO;ENTREGA DNI;295
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;AGOSTO;RRCC ACTA REGISTRAL;376
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;SEPTIEMBRE;TRAMITE DNI;335
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;SEPTIEMBRE;ENTREGA DNI;365
"ORA REGIONAL DOCENTE MATERNO INFANTIL ""EL CARMEN""";JUNIN;HUANCAYO;HUANCAYO;SEPTIEMBRE;RRCC ACTA REGISTRAL;370
OR SULLANA;PIURA;SULLANA;SULLANA;JULIO;TRAMITE DNI;2,300
OR SULLANA;PIURA;SULLANA;SULLANA;JULIO;ENTREGA DNI;4,192
OR SULLANA;PIURA;SULLANA;SULLANA;JULIO;RRCC ACTA REGISTRAL;371
OR SULLANA;PIURA;SULLANA;SULLANA;JULIO;RRCC COPIAS CERTIF;1,199
OR SULLANA;PIURA;SULLANA;SULLANA;JULIO;CERTIFICACION DE RUIPN;341
OR SULLANA;PIURA;SULLANA;SULLANA;JULIO;CERTIFICADOS DIGITALES;1
OR SULLANA;PIURA;SULLANA;SULLANA;AGOSTO;TRAMITE DNI;2,766
OR SULLANA;PIURA;SULLANA;SULLANA;AGOSTO;ENTREGA DNI;4,803
OR SULLANA;PIURA;SULLANA;SULLANA;AGOSTO;RRCC ACTA REGISTRAL;368
OR SULLANA;PIURA;SULLANA;SULLANA;AGOSTO;RRCC COPIAS CERTIF;1,706
OR SULLANA;PIURA;SULLANA;SULLANA;AGOSTO;CERTIFICACION DE RUIPN;390
OR SULLANA;PIURA;SULLANA;SULLANA;SEPTIEMBRE;TRAMITE DNI;2,548
OR SULLANA;PIURA;SULLANA;SULLANA;SEPTIEMBRE;ENTREGA DNI;4,451
OR SULLANA;PIURA;SULLANA;SULLANA;SEPTIEMBRE;RRCC ACTA REGISTRAL;340
OR SULLANA;PIURA;SULLANA;SULLANA;SEPTIEMBRE;RRCC COPIAS CERTIF;1,846
OR SULLANA;PIURA;SULLANA;SULLANA;SEPTIEMBRE;CERTIFICACION DE RUIPN;357
OR SULLANA;PIURA;SULLANA;SULLANA;SEPTIEMBRE;CERTIFICADOS DIGITALES;2
